processed,who_id,dataset,prop_id,keep,duplicate_record_id,who_region,country_territory_area,iso,iso_3166_1_numeric,admin_level,area_covered,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,comments,date_start,measure_stage,prev_measure_number,following_measure_number,date_end,reason_ended,targeted,enforcement,non_compliance_penalty,value_usd,percent_interest,date_entry,link,link_live,link_eng,source,source_type,alt_link,alt_link_live,alt_link_eng,source_alt,queries_comments
,JH_HIT_ntWYOu,JH_HIT,2466_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:38:32,,,,https://www.dropbox.com/s/5lud24zmq3oxn1j/2466_school_closed.zip?dl=1,,,,,"	https://www.ecusd.info/
	https://www.morrisonschools.org/o/cusd-6/live_feed",
,JH_HIT_6Nwu44,JH_HIT,2467_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:47:22,,,,https://www.dropbox.com/s/6qy1f6ainvux913/2467_school_closed.zip?dl=1,,,,,"o	Joliet sd 86: March 16
	https://www.joliet86.org/illinois-school-closures/?pg=2
o	New Lenox sd 122: March 16
	http://www2.nlsd122.org/c/index.php/parents-and-students/message-superintendent/
o	Plainfield sd 202: March 16
	https://www.psd202.org/
o	Valley View 365U
	https://www.vvsd.org/ValleyCUSD
",
,JH_HIT_KH4BUR,JH_HIT,2467_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:47:22,,,,https://www.dropbox.com/s/6qy1f6ainvux913/2467_school_closed.zip?dl=1,,,,,"o	Joliet sd 86: March 16
	https://www.joliet86.org/illinois-school-closures/?pg=2
o	New Lenox sd 122: March 16
	http://www2.nlsd122.org/c/index.php/parents-and-students/message-superintendent/
o	Plainfield sd 202: March 16
	https://www.psd202.org/
o	Valley View 365U
	https://www.vvsd.org/ValleyCUSD
",
,JH_HIT_e62nic,JH_HIT,2468_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:49:20,,,,https://www.dropbox.com/s/31476ms3di2b6yp/2468_school_closed.zip?dl=1,,,,,"	https://www.unit11.org/
	https://www.unit6.org/",
,JH_HIT_8AGsem,JH_HIT,2468_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:49:20,,,,https://www.dropbox.com/s/31476ms3di2b6yp/2468_school_closed.zip?dl=1,,,,,"	https://www.unit11.org/
	https://www.unit6.org/",
,JH_HIT_vRdfpL,JH_HIT,2477_emergency,,,WPRO,china,CHN,156,state,Beijing,state_of_emergency,,State of emergency,8.1,Other measures,,Legal and policy regulations,The local authority lower the level of emergency from the first level to the second level. It states Beijing is lifting the lockdown measures including travel restriction and business closure.,2020-04-30 00:00:00,,,,,,,,,,,2020-05-05 15:02:10,,,,https://www.dropbox.com/s/6yqtfbstrcygf52/2477_state_of_emergency.pdf?dl=1,,,,,http://www.gov.cn/xinwen/2020-04/29/content_5507455.htm,
,JH_HIT_90ByLP,JH_HIT,2489_border_in_land,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Chuquisaca,closed_border,,Border closures for entering by land,5.9,International travel measures,,Closing international land borders,"No one enters or leaves except for gas and fuel trucks, and ambulances. The entry of trucks with food is prohibited ",2020-05-04 00:00:00,,,,,,entire population,,,,,2020-05-05 22:02:57,,,,https://www.dropbox.com/s/i58szuetk1vw43p/2489_closed_border.pdf?dl=1,,,,,https://correodelsur.com/local/20200504_cinco-municipios-de-chuquisaca-se-encapsulan-frente-al-coronavirus.html,
,JH_HIT_W-nt9p,JH_HIT,2489_border_out_land,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Chuquisaca,closed_border,,Border closures for leaving by land,5.9,International travel measures,,Closing international land borders,"No one enters or leaves except for gas and fuel trucks, and ambulances.  ",2020-05-04 00:00:00,,,,,,entire population,,,,,2020-05-05 22:02:57,,,,https://www.dropbox.com/s/i58szuetk1vw43p/2489_closed_border.pdf?dl=1,,,,,https://correodelsur.com/local/20200504_cinco-municipios-de-chuquisaca-se-encapsulan-frente-al-coronavirus.html,
,JH_HIT_btKyAM,JH_HIT,2509_border_in_land,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Santa Cruz,closed_border,,Border closures for entering by land,5.9,International travel measures,,Closing international land borders,No one is to enter Portachuelo during encapsulation. Border points will be controlled. ,2020-04-20 00:00:00,,,,,,entire population,,,,,2020-05-06 07:34:09,,,,https://www.dropbox.com/s/7wwa19i27pzw6b0/2509_closed_border.pdf?dl=1,,,,,https://www.eldia.com.bo/index.php?c=&articulo=Localidades-crucenas-se-autoaislan-para-frenar-el-coronavirus&cat=362&pla=3&id_articulo=303159,
,JH_HIT_fp28RH,JH_HIT,2509_border_out_land,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Santa Cruz,closed_border,,Border closures for leaving by land,5.9,International travel measures,,Closing international land borders,No one is to leave Portachuelo. Border points will be controlled. ,2020-04-20 00:00:00,,,,,,entire population,,,,,2020-05-06 07:34:09,,,,https://www.dropbox.com/s/7wwa19i27pzw6b0/2509_closed_border.pdf?dl=1,,,,,https://www.eldia.com.bo/index.php?c=&articulo=Localidades-crucenas-se-autoaislan-para-frenar-el-coronavirus&cat=362&pla=3&id_articulo=303159,
,JH_HIT_N3dafa,JH_HIT,2522_nursery_school,,,EURO,france,FRA,250,state,Hauts-de-France,school_closed,,Nursery school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-05 00:00:00,,,,,,Nursery school closures,,required,,,2020-05-06 14:17:40,,,,https://www.dropbox.com/s/nmqtwcegnc2c4jf/2522_school_closed.pdf?dl=1,,,,,https://www.liberation.fr/france/2020/03/05/coronavirus-l-hypothese-d-une-fermeture-generalisee-des-ecoles-est-elle-envisagee-en-france_1780692,
,JH_HIT_NLm617,JH_HIT,2522_primary_school,,,EURO,france,FRA,250,state,Hauts-de-France,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-05 00:00:00,,,,,,Primary school closures,,required,,,2020-05-06 14:17:40,,,,https://www.dropbox.com/s/nmqtwcegnc2c4jf/2522_school_closed.pdf?dl=1,,,,,https://www.liberation.fr/france/2020/03/05/coronavirus-l-hypothese-d-une-fermeture-generalisee-des-ecoles-est-elle-envisagee-en-france_1780692,
,JH_HIT_8irXOm,JH_HIT,2522_sec_school,,,EURO,france,FRA,250,state,Hauts-de-France,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-05 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-06 14:17:40,,,,https://www.dropbox.com/s/nmqtwcegnc2c4jf/2522_school_closed.pdf?dl=1,,,,,https://www.liberation.fr/france/2020/03/05/coronavirus-l-hypothese-d-une-fermeture-generalisee-des-ecoles-est-elle-envisagee-en-france_1780692,
,JH_HIT_h6Gloi,JH_HIT,2523_nursery_school,,,EURO,france,FRA,250,state,Bretagne,school_closed,,Nursery school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-05 00:00:00,,,,,,Nursery school closures,,required,,,2020-05-06 14:19:17,,,,https://www.dropbox.com/s/xph5703450yvf9y/2523_school_closed.pdf?dl=1,,,,,https://www.liberation.fr/france/2020/03/05/coronavirus-l-hypothese-d-une-fermeture-generalisee-des-ecoles-est-elle-envisagee-en-france_1780692,
,JH_HIT_kcrbGA,JH_HIT,2523_primary_school,,,EURO,france,FRA,250,state,Bretagne,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-05 00:00:00,,,,,,Primary school closures,,required,,,2020-05-06 14:19:17,,,,https://www.dropbox.com/s/xph5703450yvf9y/2523_school_closed.pdf?dl=1,,,,,https://www.liberation.fr/france/2020/03/05/coronavirus-l-hypothese-d-une-fermeture-generalisee-des-ecoles-est-elle-envisagee-en-france_1780692,
,JH_HIT_NfRbD-,JH_HIT,2523_sec_school,,,EURO,france,FRA,250,state,Bretagne,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-05 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-06 14:19:17,,,,https://www.dropbox.com/s/xph5703450yvf9y/2523_school_closed.pdf?dl=1,,,,,https://www.liberation.fr/france/2020/03/05/coronavirus-l-hypothese-d-une-fermeture-generalisee-des-ecoles-est-elle-envisagee-en-france_1780692,
,JH_HIT_yiUMPp,JH_HIT,2527_nursery_school,,,EURO,france,FRA,250,state,Corse,school_closed,,Nursery school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-08 00:00:00,,,,,,Nursery school closures,,required,,,2020-05-06 16:09:19,,,,https://www.dropbox.com/s/k14v3s7xz8pdqlz/2527_school_closed.pdf?dl=1,,,,,https://www.lemonde.fr/planete/article/2020/03/08/coronavirus-le-bilan-passe-a-19-morts-en-france-1-126-cas-confirmes_6032265_3244.html,
,JH_HIT_jwlO3F,JH_HIT,2527_primary_school,,,EURO,france,FRA,250,state,Corse,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-08 00:00:00,,,,,,Primary school closures,,required,,,2020-05-06 16:09:19,,,,https://www.dropbox.com/s/k14v3s7xz8pdqlz/2527_school_closed.pdf?dl=1,,,,,https://www.lemonde.fr/planete/article/2020/03/08/coronavirus-le-bilan-passe-a-19-morts-en-france-1-126-cas-confirmes_6032265_3244.html,
,JH_HIT_y7DoDV,JH_HIT,2527_sec_school,,,EURO,france,FRA,250,state,Corse,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-08 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-06 16:09:19,,,,https://www.dropbox.com/s/k14v3s7xz8pdqlz/2527_school_closed.pdf?dl=1,,,,,https://www.lemonde.fr/planete/article/2020/03/08/coronavirus-le-bilan-passe-a-19-morts-en-france-1-126-cas-confirmes_6032265_3244.html,
,JH_HIT_VqjVAh,JH_HIT,2528_nursery_school,,,EURO,france,FRA,250,state,Grand Est,school_closed,,Nursery school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Nursery school closures,,required,,,2020-05-06 16:16:59,,,,https://www.dropbox.com/s/x6eqmqbjf18szrk/2528_school_closed.pdf?dl=1,,,,,https://www.francebleu.fr/infos/education/fermeture-de-classe-dans-le-haut-rhin-toutes-les-familles-seront-appeles-par-le-rectorat-1583734289,
,JH_HIT_aqY-yT,JH_HIT,2528_primary_school,,,EURO,france,FRA,250,state,Grand Est,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-06 16:16:59,,,,https://www.dropbox.com/s/x6eqmqbjf18szrk/2528_school_closed.pdf?dl=1,,,,,https://www.francebleu.fr/infos/education/fermeture-de-classe-dans-le-haut-rhin-toutes-les-familles-seront-appeles-par-le-rectorat-1583734289,
,JH_HIT_91m7uv,JH_HIT,2528_sec_school,,,EURO,france,FRA,250,state,Grand Est,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-06 16:16:59,,,,https://www.dropbox.com/s/x6eqmqbjf18szrk/2528_school_closed.pdf?dl=1,,,,,https://www.francebleu.fr/infos/education/fermeture-de-classe-dans-le-haut-rhin-toutes-les-familles-seront-appeles-par-le-rectorat-1583734289,
,JH_HIT_HSX96o,JH_HIT,2539_limit_mvt,,,AMRO,jamaica,JAM,388,state,Saint Catherine,limited_mvt,,Limiting movement within borders,4.5.3,Social and physical distancing measures,Domestic travel ,Restricting entry, This was followed by the extension of the Saint Catherine lockdown on 21 April for a further seven days.,2020-04-21 00:00:00,,,,,,entire population,,,,,2020-05-06 17:18:06,,,,https://www.dropbox.com/s/fx7spgo7joiigns/2539_limited_mvt.pdf?dl=1,,,,,"https://jis.gov.jm/st-catherine-lockdown-extended-more-time-for-residents-to-shop/
",
,JH_HIT_a6zFO-,JH_HIT,2540_limit_mvt,,,AFRO,zambia,ZMB,894,state,Lusaka,limited_mvt,,Limiting movement within borders,4.5.3,Social and physical distancing measures,Domestic travel ,Restricting entry,No one is allowed into or out of the city ,2020-04-15 00:00:00,,,,,,entire population,,,,,2020-05-06 17:18:48,,,,https://www.dropbox.com/s/ksmaxasg8oyncpd/2540_limited_mvt.pdf?dl=1,,,,,https://znphi.co.zm/news/february-april-situation-reports-new-coronavirus-disease-of-2019-covid-19-sitreps/,
,JH_HIT_WvfXSS,JH_HIT,2555_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-07 05:00:28,,,,https://www.dropbox.com/s/ne7c260brnmwrem/2555_school_closed.zip?dl=1,,,,,"	https://sites.google.com/harlem122.org/covid-19-plans/home
	https://www3.rps205.com/News/Pages/Latest-COVID-19-School-Closure-Info.aspx",
,JH_HIT_lz8jxi,JH_HIT,2555_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-07 05:00:28,,,,https://www.dropbox.com/s/ne7c260brnmwrem/2555_school_closed.zip?dl=1,,,,,"	https://sites.google.com/harlem122.org/covid-19-plans/home
	https://www3.rps205.com/News/Pages/Latest-COVID-19-School-Closure-Info.aspx",
,JH_HIT_1qPMfX,JH_HIT,2568_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-07 15:46:07,,,,https://www.dropbox.com/s/p3fdmzqmuxr0xo5/2568_school_closed.zip?dl=1,,,,,"	https://www.wcs.edu/aes/
	https://www.wabash348.com/",
,JH_HIT_FuZ7HQ,JH_HIT,2568_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-07 15:46:07,,,,https://www.dropbox.com/s/p3fdmzqmuxr0xo5/2568_school_closed.zip?dl=1,,,,,"	https://www.wcs.edu/aes/
	https://www.wabash348.com/",
,JH_HIT_E8dzNm,JH_HIT,2590_limit_mvt,,,AFRO,senegal,SEN,686,state,Kolda,limited_mvt,,Limiting movement within borders,4.5.3,Social and physical distancing measures,Domestic travel ,Restricting entry,The prefecture of Velingara declared on May 7th the prohibition of movement between communities to prevent virus spread.,2020-05-07 00:00:00,,,,,,entire population,,,,,2020-05-08 09:24:40,,,,https://www.dropbox.com/s/u27lzq5eeyduzty/2590_limited_mvt.pdf?dl=1,,,,,http://aps.sn/actualites/societe/sante/article/covid-19-restriction-de-la-circulation-dans-le-departement-de-velinaga,
,JH_HIT_A9mlyg,JH_HIT,2597_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-08 14:56:53,,,,https://www.dropbox.com/s/wicebwidpngral8/2597_school_closed.zip?dl=1,,,,,https://www.ectorcountyisd.org/site/default.aspx?PageType=14&DomainID=4&ModuleInstanceID=51&PageID=1&ViewID=C83D46AC-74FE-4857-8C9A-5922A80225E2&IsMoreExpandedView=True&GroupByField=&GroupYear=0&GroupMonth=0&Tag=,
,JH_HIT_zUERIP,JH_HIT,2597_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-08 14:56:53,,,,https://www.dropbox.com/s/wicebwidpngral8/2597_school_closed.zip?dl=1,,,,,https://www.ectorcountyisd.org/site/default.aspx?PageType=14&DomainID=4&ModuleInstanceID=51&PageID=1&ViewID=C83D46AC-74FE-4857-8C9A-5922A80225E2&IsMoreExpandedView=True&GroupByField=&GroupYear=0&GroupMonth=0&Tag=,
,JH_HIT_yMuXD4,JH_HIT,2614_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-08 20:14:56,,,,https://www.dropbox.com/s/kqlhtky1ma9uhm5/2614_school_closed.zip?dl=1,,,,,"https://www.wisd.org/apps/events/2020/3/?id=0 
https://www.midlothianmirror.com/news/20200316/misd-cancels-classes-for-week-special-board-meeting-tuesday 
https://www.nbcdfw.com/news/coronavirus/school-districts-extend-spring-break-by-one-week/2329480/ ",
,JH_HIT_NBwZ4e,JH_HIT,2614_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-08 20:14:56,,,,https://www.dropbox.com/s/kqlhtky1ma9uhm5/2614_school_closed.zip?dl=1,,,,,"https://www.wisd.org/apps/events/2020/3/?id=0 
https://www.midlothianmirror.com/news/20200316/misd-cancels-classes-for-week-special-board-meeting-tuesday 
https://www.nbcdfw.com/news/coronavirus/school-districts-extend-spring-break-by-one-week/2329480/ ",
,JH_HIT_CASGVb,JH_HIT,2615_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-08 21:01:05,,,,https://www.dropbox.com/s/axgmd3nvbfv80ff/2615_school_closed.zip?dl=1,,,,,"https://www.episd.org/cms/lib/TX02201707/Centricity/Domain/5616/EPISD%20Spring%20Break%20Memo.pdf 
https://kfoxtv.com/news/local/area-schools-extensions-schedule-change-due-to-coronavirus ",
,JH_HIT_-uPQEx,JH_HIT,2615_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-08 21:01:05,,,,https://www.dropbox.com/s/axgmd3nvbfv80ff/2615_school_closed.zip?dl=1,,,,,"https://www.episd.org/cms/lib/TX02201707/Centricity/Domain/5616/EPISD%20Spring%20Break%20Memo.pdf 
https://kfoxtv.com/news/local/area-schools-extensions-schedule-change-due-to-coronavirus ",
